-1.049102080055460849e-03,-9.980762799793735374e-03,-9.908690965992979563e-03,2.533081470804963986e-02,1.128599168966208308e-02,-1.567825055186951658e-02
2.393121872563697735e-03,-1.221518600220120043e-02,-1.006686306921534928e-02,1.854118480235466410e-02,9.979246481710453420e-03,-8.631504085212243424e-03
2.125005959167874589e-03,-1.211890509909472995e-02,-7.279909982267178392e-03,9.787802637293993580e-03,1.511246382708790470e-02,-7.626457342187824631e-03
1.938742946377235285e-03,-1.162778860748891162e-02,-5.314901805098944457e-03,6.615630605501181261e-03,1.774480692340765428e-02,-9.356490062698261806e-03
2.246133902652624938e-03,-1.112518293065578937e-02,-7.790698926170648402e-03,8.295070086324882880e-03,1.776034721155474172e-02,-9.385669343705797460e-03
1.716896646322954014e-03,-1.064508709834502583e-02,-9.270814833974743915e-03,9.576594392226881955e-03,1.783759161902784274e-02,-9.215180725257879693e-03
1.861511971800466209e-03,-1.042867730442660623e-02,-1.269333605833192560e-02,1.256619140013899398e-02,1.803765650725012992e-02,-9.343346516431014909e-03
2.519442366816791994e-03,-1.020323554148043835e-02,-1.221090260355162105e-02,1.270806314744927883e-02,1.341761878688229118e-02,-6.230986156116277014e-03
2.551610966343216113e-03,-1.013869385657458974e-02,-1.327254818121955705e-02,1.229812682561650522e-02,1.398549458015355303e-02,-5.423990334319015241e-03
2.881226554885486704e-03,-1.006292888035417721e-02,-1.285862734721051476e-02,1.190771795554711361e-02,1.303937208061225518e-02,-4.906760363480139678e-03
2.952066570777667036e-03,-9.913953459275417698e-03,-1.238428095095979106e-02,1.051189624466066647e-02,1.381968766246495679e-02,-4.985416067668052911e-03
2.497763666687742405e-03,-9.700320476291036248e-03,-1.021655513969908953e-02,9.616936214085332335e-03,1.266264413638555977e-02,-4.860468401168519144e-03
1.962811771942692563e-03,-9.606692797165803863e-03,-9.985470320454343379e-03,1.024747722701284565e-02,1.261406670738077218e-02,-5.232192588716159248e-03
2.181467653793094617e-03,-9.528994051727107673e-03,-9.396408830763799958e-03,9.183829808592752775e-03,1.357410878115392246e-02,-6.014003361048792830e-03
2.652788721884965974e-03,-9.368518860730173925e-03,-8.793233308273747800e-03,8.427249635307606374e-03,1.287100817749932923e-02,-5.789294365687924770e-03
2.338125392575725325e-03,-9.228253653703635123e-03,-7.816978259079759850e-03,7.280041428309916296e-03,1.365078610371318370e-02,-6.223721011815378304e-03
2.215020742072546910e-03,-9.096135322930786263e-03,-6.101901846605053276e-03,6.091600931536404404e-03,1.311437975812573126e-02,-6.222964262198861680e-03
1.909584894579466471e-03,-8.855340335184190906e-03,-4.169285058998450227e-03,5.590935831992571194e-03,1.145143008166921161e-02,-5.927325414058642189e-03
1.509479267358359829e-03,-8.453544568674245183e-03,-1.895657941436519264e-03,5.579249722539431598e-03,9.450370890118249545e-03,-6.189897369905304064e-03
8.318890679316216352e-04,-7.773656332909528385e-03,1.184561755703848447e-03,5.275726875569348474e-03,6.805731586912298903e-03,-6.324252953207607289e-03
-8.471751817365993269e-04,-6.790786470562430212e-03,3.314413427789871230e-03,6.023524720597358412e-03,3.503622393440459538e-03,-5.203598889528625489e-03
-2.652948913974625175e-03,-5.586648906946316273e-03,5.388960752720006048e-03,7.610994866470346260e-03,7.409651170020170206e-04,-5.501322915271437963e-03
-4.435810816861485671e-03,-4.280103472610988051e-03,8.684941244215350908e-03,8.625174630008690391e-03,-3.485752481061234632e-03,-5.108449103690368073e-03
-5.723246446919444570e-03,-2.766435258772577833e-03,1.094343160177087965e-02,1.020922626441645581e-02,-6.884684316302627609e-03,-5.778291844192695419e-03
-6.784503146261455092e-03,-1.512322238743095577e-03,1.458133792252534408e-02,1.099666517538714500e-02,-1.076135157713149076e-02,-6.519826135776449379e-03
-8.130335437038232679e-03,-2.996722568633955301e-04,1.714009397561673184e-02,1.147230057472655926e-02,-1.395295687859647929e-02,-6.229429977845190973e-03
-8.771101408253227996e-03,6.701204717617499597e-04,1.834669000349050186e-02,1.213591578552029177e-02,-1.546096613474796586e-02,-6.920658717771379330e-03
-9.571694562754513511e-03,9.500728280803458778e-04,2.015146586716483681e-02,1.249312208145214424e-02,-1.606395931018126874e-02,-7.959006903761530263e-03
-1.047450286563311045e-02,1.409976744943257972e-03,2.145008666244423157e-02,1.299793909349335197e-02,-1.695805958518809345e-02,-8.425440050059639779e-03
-1.085542672492647957e-02,2.305749120376220877e-03,2.226193057139381690e-02,1.318281005496036579e-02,-1.826402885440952736e-02,-8.631034167394406598e-03
-1.163663856183511786e-02,2.809419448617597563e-03,2.430305188426792884e-02,1.263854149119966394e-02,-1.949517858240085513e-02,-8.619195679849219957e-03
-1.219527999163241665e-02,3.041107509057694360e-03,2.556877341514466467e-02,1.209759909882323833e-02,-2.035473782690830694e-02,-8.157462204484993915e-03
-1.303208854747494455e-02,3.020924680995929704e-03,2.654684152481171996e-02,1.199405489514546869e-02,-2.025345163900455631e-02,-8.276280914473651759e-03
-1.337977028043729928e-02,2.982790548466601483e-03,2.654135655294023732e-02,1.230775803829157848e-02,-1.990093154602185291e-02,-8.551203313239282011e-03
-1.437782506859978590e-02,2.888626441859090156e-03,2.599140158323927710e-02,1.320041477660311227e-02,-1.893595484216425290e-02,-8.766662890937493638e-03
-1.462442023285098411e-02,2.512339220585983225e-03,2.526810546624408058e-02,1.392582684264908992e-02,-1.880664719156552311e-02,-8.275204105062650833e-03
-1.372054587382297818e-02,1.881466680116396402e-03,2.454399205043528848e-02,1.289384765547594430e-02,-1.717369172646871639e-02,-8.425068785735907728e-03
-1.235127758313809589e-02,1.191978492780718796e-03,2.269029221031836074e-02,1.168544502618336194e-02,-1.474557813091391216e-02,-8.470860015230497614e-03
-1.030750602493160639e-02,3.067570462238180173e-04,1.983243034593124704e-02,1.069798646459059477e-02,-1.218769823819885502e-02,-8.341969593615237988e-03
-8.547293705458610877e-03,-7.088394831195717538e-04,1.738361828532034373e-02,9.469488842680170299e-03,-9.802933426021703811e-03,-7.794040513400660869e-03
-6.985096549388497902e-03,-1.875881307887102781e-03,1.435713794015887855e-02,8.918459547394775450e-03,-7.512159817927260667e-03,-6.902459812350748847e-03
-4.655716843995372570e-03,-3.097090131750686575e-03,1.048567585752267772e-02,8.345250287781302498e-03,-4.595461441396592357e-03,-6.482657728161376857e-03
-2.441537081044691925e-03,-4.345848840119945211e-03,7.061252196345255659e-03,7.214093242396045491e-03,-9.097769709239725668e-04,-6.578182546652685050e-03
2.607535970887138281e-04,-5.477123064150424096e-03,4.010731465791682153e-03,5.297973290152833276e-03,3.015170743108460359e-03,-7.107506031991256412e-03
2.599487775153355718e-03,-6.439448905781031303e-03,-9.808632761116555432e-05,4.484126936711732223e-03,6.645013224938180023e-03,-7.191092703411085078e-03
4.389358339137449348e-03,-7.113300856470534603e-03,-2.513014206840431114e-03,3.895924586479636385e-03,8.273039950809434051e-03,-6.932007813115497255e-03
5.575257087340858633e-03,-7.638068241186317039e-03,-3.876901175883061892e-03,4.370760961613486331e-03,8.732340024043553500e-03,-7.163388655928547288e-03
6.123743967825945322e-03,-7.988409271875815398e-03,-5.713696571936853659e-03,4.754259592008933458e-03,8.303035165750703370e-03,-5.478932881772907888e-03
6.042463484447060246e-03,-8.219273053647276756e-03,-7.620818864482549471e-03,6.651147373723225592e-03,7.785350378563523320e-03,-4.638869318603954309e-03
5.088719778992728190e-03,-8.392266768999158411e-03,-9.085352142043329887e-03,7.882241328249068452e-03,8.874501188369819660e-03,-4.367843384569142749e-03
4.260522586679665012e-03,-8.476918024679255120e-03,-1.087362556812210973e-02,9.507425417140292698e-03,9.768598510653970363e-03,-4.186002921672536334e-03
5.425115356562813448e-03,-8.494130952682915972e-03,-1.139204639909302194e-02,1.010960834705066161e-02,8.459077086250285302e-03,-4.107623438087819844e-03
5.780101097012462462e-03,-8.553242696811977006e-03,-1.246734506905915717e-02,1.041483642817126604e-02,7.183445114973360801e-03,-2.357794874285920866e-03
5.705529287303394599e-03,-8.518085169227690781e-03,-1.329043507242100124e-02,1.204155932650338885e-02,5.509899637818731384e-03,-1.448468009976802869e-03
5.370069366932413157e-03,-8.537455799659050132e-03,-1.150826964589074693e-02,1.227863384756694952e-02,4.188318687488974505e-03,-1.791296456438538605e-03
4.826690422814396142e-03,-8.615145783204254323e-03,-1.083905306604477162e-02,1.220104818128224869e-02,4.525888346603320310e-03,-2.099428101450880220e-03
4.453580144442138324e-03,-8.571202606343458069e-03,-9.423096050913033067e-03,1.183326836924203200e-02,4.226568538072365301e-03,-2.519118394499948212e-03
4.255288413238591215e-03,-8.621933031530779751e-03,-1.057383725633020098e-02,1.375651369686398638e-02,4.881129063043550091e-03,-3.697160885285149558e-03
4.402249257608432421e-03,-8.497310637765879276e-03,-1.099513031963668050e-02,1.482000696395840110e-02,4.483849656493794911e-03,-4.213664920658048707e-03
4.104858400472874772e-03,-8.350664953386745248e-03,-1.046996899282924207e-02,1.526873521402202262e-02,4.641647777899810152e-03,-5.194607446178643902e-03
3.347654870377117856e-03,-8.347528511886651015e-03,-7.884417638193585987e-03,1.503694142648681967e-02,6.013495839490522014e-03,-8.166145986274225138e-03
4.433696219653179317e-03,-8.404681775912551875e-03,-8.526045554561463916e-03,1.665970813980121451e-02,7.946698700240194257e-03,-1.210937572922055061e-02
3.886373272346241737e-03,-8.310051313453591798e-03,-7.287740533342896773e-03,2.439477465389086261e-02,5.982935075607591141e-04,-1.328164958700138801e-02
9.111874052226338113e-04,-7.675467676483442234e-03,-8.117991612174831409e-03,2.818919948671778919e-02,2.500996330642220756e-03,-1.580792393392442541e-02
3.675611880327881841e-03,-1.210344629954270175e-02,-9.103633636179716410e-03,1.744224397756330425e-02,1.105329023930567804e-02,-1.096406616147439783e-02
9.401771003693368267e-03,-1.260985096841349927e-02,-7.924128161348329563e-03,9.859618598873793119e-03,2.532070898212178227e-03,-1.259481371017484976e-03
9.797875949090784423e-03,-1.182885179795863800e-02,-6.101633394237040986e-03,5.396881005196125722e-04,6.687947664025414157e-03,9.049734785598938583e-04
9.223614288526200966e-03,-1.154690783880956556e-02,-5.468393812633881405e-03,-2.427714123317581494e-03,1.088274187138875762e-02,-6.633403851539142974e-04
8.520088255768930655e-03,-1.108428015657051194e-02,-8.099061261341290036e-03,-5.540618352016947034e-04,1.149905959809331517e-02,-2.817446007487005733e-04
7.125886975433371774e-03,-1.045610714624070799e-02,-8.839137431939434256e-03,2.725377740917355861e-04,1.258923424685982374e-02,-6.924144182047947162e-04
7.116575550934261737e-03,-1.018042461340030666e-02,-1.175725227040739021e-02,3.218664795880607932e-03,1.216130625084864240e-02,-5.588697138558368881e-04
7.140700942954602247e-03,-1.005833680023572423e-02,-1.192395221256607914e-02,3.944112391078979582e-03,8.056611593374386066e-03,2.840864085393794702e-03
7.795539677152948932e-03,-9.849758843552025231e-03,-1.271763941258752424e-02,3.005181722427749998e-03,8.305882089485471659e-03,3.460794767073440466e-03
8.486902686685154212e-03,-9.747073544922033039e-03,-1.293721871878618888e-02,2.481665613403610110e-03,7.779586489004602229e-03,3.936137474614832821e-03
8.034803037951017413e-03,-9.678524831681288923e-03,-1.209262736481483969e-02,8.458547870199116395e-04,8.777803812194978628e-03,4.112690559330259635e-03
7.815633515808119089e-03,-9.576580980472671270e-03,-1.083992716236097976e-02,6.115633160326612756e-04,7.812897533256875360e-03,4.176413777736017428e-03
7.416334038558918332e-03,-9.372902845543627098e-03,-1.122913443123641462e-02,1.755376147669208357e-03,8.026317848120792173e-03,3.404009242431157555e-03
7.888139692029732739e-03,-9.186519574491838411e-03,-1.089669705917973783e-02,6.691515824455572699e-04,9.143199837526620397e-03,2.382725521669678843e-03
8.074622609381153227e-03,-9.123734620585131558e-03,-1.043973192871389469e-02,9.573738617815210055e-05,9.084449458091602495e-03,2.308657095648142168e-03
8.130348463942359272e-03,-9.203772030803150650e-03,-9.453961548690742456e-03,-1.197306782259094501e-03,9.668913821241957585e-03,2.055778076568681809e-03
7.933391865397435710e-03,-9.071078067614193538e-03,-7.658396725203104639e-03,-1.720578953978472775e-03,8.467312951025096623e-03,2.049348930373300851e-03
7.248717416143126910e-03,-8.752383579811022843e-03,-5.789899161864794398e-03,-2.249304688086036213e-03,8.000049481044825897e-03,1.542820532573927969e-03
6.199482141835760234e-03,-8.325956967069052250e-03,-3.640821598970164948e-03,-2.598792327480927301e-03,8.322510972971524507e-03,4.357777871290725998e-05
5.422482271859255763e-03,-7.726409183757929934e-03,-1.682672934236918586e-03,-2.903044255221745671e-03,7.059114294732123270e-03,-1.694701933747828633e-04
4.508454808045645433e-03,-6.809208927318656512e-03,1.586315682002868276e-03,-3.307612693519650700e-03,4.544249678094493088e-03,-5.221985473047220270e-04
3.451188924399326615e-03,-5.628857391443269423e-03,5.140014179563572386e-03,-2.963719009699996524e-03,2.417460811535483039e-04,-2.403727839732086526e-04
2.566538335628168639e-03,-4.240663730103282937e-03,8.664046681446720133e-03,-2.123095526823134786e-03,-4.650908242711832008e-03,-2.159175174366338636e-04
9.808155018362798953e-04,-2.789409830728482604e-03,1.212817730040133442e-02,-8.541945399350036770e-04,-7.658446139933010668e-03,-1.806942291641115738e-03
-6.610254797197384147e-04,-1.419222039619846831e-03,1.516556803323576563e-02,1.849831628500080833e-04,-1.092918634214651817e-02,-2.341117334599684963e-03
-2.534229748570923819e-03,-3.936770982882486255e-04,1.755798734610551984e-02,2.076771348173969949e-03,-1.370063966800714149e-02,-3.006212179413147827e-03
-4.164270147214897688e-03,2.617982026755172006e-04,1.931100223539285871e-02,4.149339847952880807e-03,-1.511417153644084403e-02,-4.443698602365491086e-03
-5.789690146951617655e-03,1.306804436036858048e-03,2.136849007784365900e-02,5.357666082142627413e-03,-1.712647584155455385e-02,-5.116794607517039309e-03
-7.517795986088641157e-03,1.886875807153961171e-03,2.383589867094217801e-02,6.559445602602774657e-03,-1.959923538145012106e-02,-5.165188713160162245e-03
-8.682592390369515620e-03,2.157654945944911112e-03,2.464085180594901767e-02,7.511045003004557588e-03,-1.871601984219899151e-02,-6.910939522330093732e-03
-9.826713102509598841e-03,2.778854368921496523e-03,2.550893758691545610e-02,7.731077826904375096e-03,-1.862880990741678025e-02,-7.563346772814965972e-03
-1.056648827716367284e-02,3.419064415656511251e-03,2.704590491677585570e-02,7.043539896070795392e-03,-1.896321929805822037e-02,-7.978801653281384493e-03
-1.188272729337822367e-02,3.675707595828896918e-03,2.816779950611552827e-02,7.727895283793421305e-03,-1.968810306854261449e-02,-8.000572023816987510e-03
-1.171646681974500975e-02,3.739935874952014273e-03,2.807571411463234343e-02,7.586584983154035129e-03,-1.946706889098141421e-02,-8.218699262012017434e-03
-1.142476049621841440e-02,3.608614097214862902e-03,2.760940475731590849e-02,7.502201371420171537e-03,-1.943559220209321176e-02,-7.859867527639338020e-03
-1.021257651679379798e-02,3.158088358342596349e-03,2.724051408316532571e-02,6.856756305818858394e-03,-1.943714093185455391e-02,-7.605641298678389971e-03
-8.491218626428586116e-03,2.491043704139292957e-03,2.634853706744518312e-02,5.049659964202506644e-03,-1.773511051154486734e-02,-7.662911597813516253e-03
-6.763317390929907830e-03,1.535972463067327353e-03,2.443752414150604166e-02,3.833699065193600392e-03,-1.529126886584484916e-02,-7.752609412992182703e-03
-4.565913673059241590e-03,4.764947668637003033e-04,2.179069802972544850e-02,2.341888337010446328e-03,-1.284758542547111311e-02,-7.195582035069274587e-03
-2.214168629964518350e-03,-6.206026226917325328e-04,1.924758704945250115e-02,7.956007007690585372e-06,-9.885551037771798943e-03,-6.535220766032105374e-03
-1.122599273000995891e-03,-1.902299409456383386e-03,1.512785299960346490e-02,1.198134699115433247e-04,-6.361160293571324620e-03,-5.861607493486327772e-03
8.561433678737598481e-04,-3.232337407767890258e-03,1.084195205070002943e-02,-2.297322992454135663e-04,-2.987614829635390316e-03,-5.248410881925111293e-03
2.776501035894611731e-03,-4.595754638070629824e-03,7.837793162985925988e-03,-1.549930569347008269e-03,2.712836749524395719e-04,-4.739892666415347275e-03
4.496508558718444529e-03,-5.856329228484505149e-03,5.209817360209071171e-03,-2.769342079801816355e-03,3.703358343976092312e-03,-4.784012954617260054e-03
5.722745604187228462e-03,-6.831961527855670742e-03,7.941054550527018195e-04,-2.524460291253117616e-03,7.726861510926586428e-03,-4.887290751057729761e-03
6.715526141884176591e-03,-7.537694720662080523e-03,-2.119566993027388862e-03,-3.028013976799557878e-03,1.047410902631050120e-02,-4.504359477705613228e-03
7.680793142115028074e-03,-8.057589024187222088e-03,-3.526005628124348132e-03,-2.826505404573097669e-03,1.087914299542587677e-02,-4.149836080656207904e-03
8.172768844210866537e-03,-8.405266737713721487e-03,-5.121311838113198553e-03,-2.359679261425606800e-03,1.040702192699968949e-02,-2.693532933958000131e-03
9.267859327465164179e-03,-8.588251127903415161e-03,-6.997217181014946108e-03,-1.877616137198315997e-03,9.204343542397189909e-03,-1.009118423745664897e-03
8.632963953211433838e-03,-8.735291455040664066e-03,-7.500671961136040101e-03,-1.342648262529780572e-03,8.803419501160383853e-03,1.422282243346464751e-04
7.259635338241805617e-03,-8.930077946581436305e-03,-9.901123562343839418e-03,5.160264615881396139e-04,9.451402760537644387e-03,1.604136948557706053e-03
